UserID,Probability1
3,0.724197284780412
4,0.773950513185062
10,0.574961644885041
14,0.269036050852394
16,0.526117916276993
23,0.514404762884777
29,0.715592746156292
33,0.525280238690644
37,0.686583488817844
45,0.595288183020166
47,0.73818016673753
54,0.269139747627408
55,0.564697429757127
60,0.272811875002299
68,0.788119095969002
79,0.617347127222564
90,0.720791497569462
93,0.449200271843181
98,0.564163124536699
101,0.747046827744987
107,0.714009980953353
109,0.446217767304796
113,0.526349533823094
116,0.421482524202769
118,0.267711427962971
119,0.587815644312979
120,0.855850141826929
126,0.593947119415303
131,0.892098677490937
134,0.900691362559702
135,0.701352518387521
137,0.838898319880698
139,0.204449599119294
140,0.421163014310721
141,0.872327626632749
142,0.353786880844097
152,0.785199552372967
162,0.635294037740722
164,0.800981236401474
168,0.613466750796393
172,0.72752423212014
173,0.424486831371381
176,0.903486427528428
179,0.660332992354437
181,0.713185528419518
182,0.236711894462446
183,0.295735416940032
186,0.848857627072129
189,0.663676510680284
192,0.34530552594441
193,0.626501575890831
194,0.838257313253264
196,0.57729578887575
197,0.866253473099343
198,0.236382930040144
201,0.748364979716854
204,0.792917490945063
205,0.48277585922736
210,0.634793276884335
213,0.561957264784058
216,0.232329938600063
221,0.794346298468828
234,0.0532661810584471
237,0.488919867342011
241,0.519298564885383
246,0.24267750463961
258,0.897694986871667
261,0.113704953801492
262,0.581146548261858
271,0.356236136358591
279,0.776840454932373
280,0.626991272105046
288,0.282222112120128
291,0.521119737834794
296,0.105205457607827
301,0.65339101888887
305,0.0404625283184978
306,0.530657597563169
310,0.514448296477984
313,0.810850618914725
315,0.68248982331908
317,0.56860759948953
318,0.921510443506839
319,0.447229472065127
321,0.811153376606983
323,0.503788244215363
324,0.634056545694931
325,0.823522711866326
326,0.679069952505476
327,0.537726385541458
328,0.66281044769223
331,0.50212508529825
340,0.725017048278963
342,0.679494870866154
344,0.847481239469334
346,0.760735836106208
347,0.942061136306178
358,0.0600480417279677
368,0.239626229512135
369,0.718791185853548
382,0.337322248403628
383,0.875417214569652
384,0.176612241988759
385,0.71336999668431
386,0.902572138488606
392,0.551940395268509
396,0.634423949586747
397,0.278838641987579
399,0.614906085408625
400,0.911024614593785
402,0.396333715138653
404,0.514120052796132
405,0.372859332894492
410,0.364795917691451
412,0.520006400811468
415,0.379062940156644
416,0.548865246684699
418,0.485347415583958
419,0.589680639012035
421,0.166628697789599
422,0.690212959445365
424,0.74197653659919
437,0.905621899208829
440,0.758652083640414
442,0.841143791386743
443,0.41938555959516
447,0.413755289780474
448,0.385805981029357
449,0.611409604577089
453,0.482735776223618
465,0.547113488482598
467,0.743320999863049
468,0.403481603700913
470,0.165157109639779
472,0.484493347207468
476,0.411273222710411
484,0.651445312225152
486,0.779300450433058
