UserID,Probability1
3,0.4351
4,0.602033333333333
10,0.4361
14,0.2491
16,0.5652
23,0.551633333333333
29,0.561733333333333
33,0.293333333333333
37,0.7856
45,0.587466666666667
47,0.676266666666667
54,0.287533333333333
55,0.517666666666666
60,0.309433333333333
68,0.701533333333333
79,0.675133333333333
90,0.683733333333334
93,0.397033333333333
98,0.674433333333333
101,0.6919
107,0.7708
109,0.422833333333333
113,0.576933333333333
116,0.337433333333333
118,0.340066666666667
119,0.548
120,0.6927
126,0.679666666666667
131,0.625666666666667
134,0.7564
135,0.544066666666667
137,0.812133333333334
139,0.2152
140,0.572533333333333
141,0.911566666666667
142,0.397166666666667
152,0.717166666666666
162,0.569066666666667
164,0.7348
168,0.654766666666666
172,0.6356
173,0.475233333333333
176,0.856866666666667
179,0.5629
181,0.6595
182,0.2489
183,0.5072
186,0.847033333333333
189,0.430666666666667
192,0.408366666666667
193,0.650333333333333
194,0.7415
196,0.486533333333333
197,0.799133333333333
198,0.441533333333333
201,0.584566666666667
204,0.5956
205,0.452366666666666
210,0.5747
213,0.493133333333333
216,0.307
221,0.641733333333333
234,0.1245
237,0.4296
241,0.319866666666667
246,0.202866666666667
258,0.754333333333333
261,0.175
262,0.5325
271,0.329833333333333
279,0.703833333333333
280,0.544816666666667
288,0.315666666666667
291,0.445
296,0.2138
301,0.679133333333333
305,0.1031
306,0.464866666666666
310,0.609533333333333
313,0.619266666666667
315,0.670266666666667
317,0.648766666666666
318,0.761633333333333
319,0.4606
321,0.572733333333333
323,0.367833333333333
324,0.546966666666667
325,0.648533333333333
326,0.591533333333333
327,0.589933333333333
328,0.643766666666667
331,0.583933333333333
340,0.662733333333333
342,0.654566666666667
344,0.685066666666667
346,0.6659
347,0.759933333333333
358,0.1369
368,0.305633333333333
369,0.702
382,0.2538
383,0.787466666666667
384,0.3109
385,0.591
386,0.877933333333333
392,0.5119
396,0.53
397,0.436833333333333
399,0.6892
400,0.7815
402,0.530833333333333
404,0.378933333333333
405,0.487066666666666
410,0.2324
412,0.456466666666667
415,0.384833333333333
416,0.684066666666667
418,0.5386
419,0.520433333333333
421,0.151166666666667
422,0.6043
424,0.6906
437,0.8508
440,0.649566666666667
442,0.767366666666667
443,0.361066666666667
447,0.3801
448,0.554566666666667
449,0.5524
453,0.437233333333333
465,0.380333333333333
